"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"2556";"Сказка, магазин игрушек";"Уссурийск";"Волочаевская, 73";"1 этаж";"+74234334246";NULL;NULL;"131.959996";"43.801976";"Одежда / Обувь";"Игрушки"
"2557";"Детская лига, магазин";"Уссурийск";"Лимичёвская, 19";"1 этаж";"+74234331375";NULL;NULL;"131.939667";"43.843879";"Одежда / Обувь";"Игрушки"
"2558";"Baby`k, магазин";"Уссурийск";"Крестьянская, 20";"1 этаж";"+79025252875";NULL;"http://ok.ru/profile/557780848762";"131.942219";"43.799617";"Одежда / Обувь";"Игрушки"
"2559";"Бэби, магазин детских товаров";"Уссурийск";"Некрасова, 59а";;"+74234325734";NULL;NULL;"131.951858";"43.795503";"Одежда / Обувь";"Игрушки"
"2560";"Книжный Дом, магазин";"Уссурийск";"Калинина, 43";"вход с ул. Лазо";"+74234322821";NULL;NULL;"131.957372";"43.78869";"Одежда / Обувь";"Игрушки"
"2561";"Пестрое домино, магазин сувениров и подарков";"Уссурийск";"Плеханова, 61";"214 павильон; 2 этаж";"+79294242069";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Игрушки"
"2562";"Мир детства, магазин";"Уссурийск";"Блюхера проспект, 51 ст5";;"+79146872909";NULL;NULL;"131.980106";"43.811378";"Одежда / Обувь";"Игрушки"
"2563";"Катя, магазин детских товаров";"Уссурийск";"Суханова, 52";"520 павильон; 5 этаж";"+79140672241";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Игрушки"
"2564";"Детский мир, магазин детской одежды";"Уссурийск";"Александра Францева, 2а";;NULL;NULL;NULL;"131.977458";"43.789532";"Одежда / Обувь";"Игрушки"
"2565";"Elektromobil5, интернет-магазин детских электромобилей";"Уссурийск";"Краснознамённая, 178Б";"8 офис";NULL;NULL;"http://elektromobil5.ru/detskij_ussuriysk";"131.956755";"43.806879";"Одежда / Обувь";"Игрушки"
"2566";"Бегемот, магазин игрушек";"Уссурийск";"Муданьцзянская, 21";"1 этаж";NULL;NULL;NULL;"131.94734";"43.82747";"Одежда / Обувь";"Игрушки"
"2567";"Магазин детских товаров, ИП Иванова Е.Г.";"Уссурийск";"Блюхера проспект, 15";"2 этаж";"+79510098582";NULL;NULL;"131.983584";"43.800441";"Одежда / Обувь";"Игрушки"
"2568";"Малыш, магазин детских товаров";"Уссурийск";"Русская, 5";;NULL;NULL;NULL;"131.984006";"43.809716";"Одежда / Обувь";"Игрушки"
"2569";"Baby Style, магазин детских товаров";"Уссурийск";"Некрасова, 22";"110 павильон; 1 этаж";NULL;NULL;NULL;"131.95394";"43.789234";"Одежда / Обувь";"Игрушки"
"2570";"Кенгуру, магазин";"Уссурийск";"Ленина, 126";"1 этаж";NULL;NULL;NULL;"131.955164";"43.800358";"Одежда / Обувь";"Игрушки"
"2571";"Магазин канцтоваров и бытовой химии, ИП Перебейнос А.Д.";"Уссурийск";"Советская, 59";"1 этаж";NULL;NULL;NULL;"131.94682";"43.800182";"Одежда / Обувь";"Игрушки"
"2572";"Магазин детских товаров, ИП Лапоногова А.А.";"Уссурийск";"Суханова, 55";"6 павильон; 1 этаж";NULL;NULL;NULL;"131.95446";"43.794188";"Одежда / Обувь";"Игрушки"
"2573";"Магазин детских товаров, ИП Комарова А.А.";"Уссурийск";"Русская, 11";;NULL;NULL;NULL;"131.98678";"43.810072";"Одежда / Обувь";"Игрушки"
"2574";"Магазин детских товаров, ИП Конина Т.В.";"Уссурийск";"Некрасова, 105";"1 этаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Игрушки"
"2575";"Дом игрушки, оптовая компания";"Уссурийск";"Некрасова, 274г";;"+74234331716";NULL;NULL;"131.945445";"43.841109";"Одежда / Обувь";"Игрушки"
"2576";"Магазин, ИП Лакомова Е.А.";"Уссурийск";"Некрасова, 6";"1 этаж";NULL;NULL;NULL;"131.952594";"43.787125";"Одежда / Обувь";"Игрушки"
"2577";"Магазин детских товаров, ИП Савватеева С.С.";"Михайловка";"Красноармейская, 24";"2 этаж";NULL;NULL;NULL;"132.005348";"43.92576";"Одежда / Обувь";"Игрушки"
"2578";"Непоседа, магазин детских товаров";"Михайловка";"1-й квартал, 5а";;NULL;NULL;NULL;"132.004379";"43.925074";"Одежда / Обувь";"Игрушки"
"2579";"Шкода, детский магазин";"Михайловка";"Красноармейская, 19Б";"2 этаж";NULL;NULL;NULL;"132.002359";"43.925614";"Одежда / Обувь";"Игрушки"
"2580";"Кенгуру, магазин";"Уссурийск";"Ленинградская, 29";"1 этаж";NULL;NULL;NULL;"131.934975";"43.802925";"Одежда / Обувь";"Игрушки"
"2581";"Спецназ ДВ, сеть магазинов";"Уссурийск";"Калинина, 54";"2 этаж; центр Старый ГУМ";"+74234329053";NULL;"http://specnazdv.ru";"131.958737";"43.789902";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2582";"Спецназ, магазин";"Уссурийск";"Краснознамённая, 155";"1 этаж";"+74234319717";NULL;NULL;"131.957369";"43.803478";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2583";"Вся спецодежда, магазин";"Уссурийск";"Краснознамённая, 212";;"+74234319231";NULL;"http://vl-vst.ru";"131.954774";"43.811997";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2584";"МедМода, магазин";"Уссурийск";"Пушкина, 60";"2 этаж";"+79025597200";NULL;NULL;"131.952331";"43.799432";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2585";"Рыбалка, магазин";"Уссурийск";"Горького, 41";;NULL;NULL;NULL;"131.943021";"43.795783";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2586";"Спецназ ДВ, сеть магазинов";"Уссурийск";"Горького, 34а";;"+74234339544";NULL;"http://specnazdv.ru";"131.943414";"43.799528";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2587";"Спецназ ДВ, сеть магазинов";"Уссурийск";"Волочаевская, 74а";"1 этаж";"+74234315651";NULL;"http://specnazdv.ru";"131.961307";"43.801173";"Одежда / Обувь";"Спецодежда / Средства индивидуальной защиты"
"2588";"Opium, магазин мужской одежды";"Уссурийск";"Чичерина, 105";"5 павильон; 3 этаж";"+74234321651";NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Мужская одежда"
"2589";"Аристократ, магазин мужской одежды";"Уссурийск";"Вокзальная площадь, 2";"1 этаж; ТЦ Экспресс";NULL;NULL;NULL;"131.979189";"43.800733";"Одежда / Обувь";"Мужская одежда"
"2590";"Интер-Мода, магазин мужской одежды";"Уссурийск";"Чичерина, 105";"3, 4 павильон; 3 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Мужская одежда"
"2591";"Dim, магазин молодежной мужской одежды";"Уссурийск";"Калинина, 43";"1 этаж";NULL;NULL;NULL;"131.957372";"43.78869";"Одежда / Обувь";"Мужская одежда"
"2592";"Men city, магазин";"Уссурийск";"Плеханова, 61";"302 павильон; 3 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Мужская одежда"
"2593";"Диана, сеть магазинов";"Михайловка";"Красноармейская, 23 ст3";"3 павильон; 1 этаж";"+79089618648";NULL;NULL;"132.00349";"43.92702";"Одежда / Обувь";"Мужская одежда"
"2594";"Цезарь, магазин мужской одежды";"Уссурийск";"Чичерина, 105";"5 павильон; 5 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Мужская одежда"
"2595";"Реалист, магазин мужской одежды";"Уссурийск";"Суханова, 52";"521 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Мужская одежда"
"2596";"VP, магазин мужской одежды";"Уссурийск";"Ленина, 91";"1 этаж; центр Богатырь";NULL;NULL;NULL;"131.955563";"43.794908";"Одежда / Обувь";"Мужская одежда"
"2597";"Роман off, магазин мужской одежды";"Уссурийск";"Некрасова, 115а";"6 бутик; 2 этаж";NULL;NULL;NULL;"131.949287";"43.804376";"Одежда / Обувь";"Мужская одежда"
"2598";"Five stiles, магазин мужской одежды";"Уссурийск";"Кузнечная, 14";"16 павильон; 2 этаж";NULL;NULL;NULL;"131.963091";"43.791971";"Одежда / Обувь";"Мужская одежда"
"2599";"Фаворит, магазин мужской одежды и обуви";"Уссурийск";"Чичерина, 70";"13 павильон; 2 этаж";NULL;NULL;NULL;"131.959114";"43.791516";"Одежда / Обувь";"Мужская одежда"
"2600";"Ваш стиль, магазин";"Уссурийск";"Некрасова, 6";"1 этаж";NULL;NULL;NULL;"131.952594";"43.787125";"Одежда / Обувь";"Мужская одежда"
"2601";"Пижон, магазин мужской одежды";"Уссурийск";"Некрасова, 115а";"5 павильон; 3 этаж";NULL;NULL;NULL;"131.949287";"43.804376";"Одежда / Обувь";"Мужская одежда"
"2602";"Уникал, магазин мужской одежды";"Уссурийск";"Чичерина, 68";"8 павильон; 1 этаж";NULL;NULL;NULL;"131.958635";"43.791506";"Одежда / Обувь";"Мужская одежда"
"2603";"ДжейН, магазин трикотажной одежды";"Уссурийск";"Чичерина, 62 ст2";"вход со двора";"+79242601040";NULL;"http://www.jn-dress.ru";"131.958099";"43.791227";"Одежда / Обувь";"Трикотажные изделия"
"2604";"Alisa, швейная фабрика";"Уссурийск";"Пушкина переулок, 2";;"+79241310514";NULL;"http://www.alisa-ussur.ru";"131.966409";"43.801002";"Одежда / Обувь";"Трикотажные изделия"
"2605";"Твой Стиль, оптово-розничная компания";"Уссурийск";"Лазурная, 6";;"+79244248444";NULL;"http://tvstil.com";"131.936263";"43.779906";"Одежда / Обувь";"Трикотажные изделия"
"2606";"Силуэт, магазин трикотажа";"Уссурийск";"Суханова, 59";"2 этаж";"+74234231920";NULL;"http://www.siluet-dv.ru";"131.955734";"43.794294";"Одежда / Обувь";"Трикотажные изделия"
"2607";"Аннушка, магазин трикотажа";"Уссурийск";"Горького, 43";"1 павильон; 2 этаж";"+79146875157";NULL;NULL;"131.943191";"43.796602";"Одежда / Обувь";"Трикотажные изделия"
"2608";"Славянка, магазин";"Уссурийск";"Некрасова, 22";"1 этаж";"+74234321735";NULL;NULL;"131.95394";"43.789234";"Одежда / Обувь";"Трикотажные изделия"
"2609";"Стрекоза, магазин нижнего белья";"Уссурийск";"Советская, 100";"1 этаж";"+79146532830";NULL;NULL;"131.946264";"43.804052";"Одежда / Обувь";"Трикотажные изделия"
"2610";"Ангелочек, магазин";"Уссурийск";"Некрасова, 124";"5 офис; 1 этаж";"+79024898815";NULL;NULL;"131.94856";"43.810496";"Одежда / Обувь";"Трикотажные изделия"
"2611";"Склад-магазин трикотажа";"Уссурийск";"Некрасова, 258д ст2";"6 складское помещение";"+79149775859";NULL;NULL;"131.945779";"43.834513";"Одежда / Обувь";"Трикотажные изделия"
"2612";"Соблазн, магазин трикотажной одежды";"Уссурийск";"Чичерина, 70";"18 павильон; 2 этаж";"+79241306551";NULL;NULL;"131.959114";"43.791516";"Одежда / Обувь";"Трикотажные изделия"
"2613";"Магазин зоотоваров и трикотажа, ИП Жуйкова Л.А.";"Уссурийск";"Владивостокское шоссе, 109";"1 этаж";"+74234324638";NULL;NULL;"131.979979";"43.766397";"Одежда / Обувь";"Трикотажные изделия"
"2614";"Твой стиль, магазин";"Уссурийск";"Некрасова, 258е";"1 этаж";NULL;NULL;NULL;"131.943666";"43.835033";"Одежда / Обувь";"Трикотажные изделия"
"2615";"Любава, магазин";"Уссурийск";"Некрасова, 22";"1 этаж";NULL;NULL;NULL;"131.95394";"43.789234";"Одежда / Обувь";"Трикотажные изделия"
"2616";"Силуэт, магазин трикотажа";"Уссурийск";"Тимирязева, 77";"1 этаж";"+74234323959";NULL;"http://www.siluet-dv.ru";"131.960105";"43.790397";"Одежда / Обувь";"Трикотажные изделия"
"2617";"София, магазин трикотажа";"Уссурийск";"Полушкина, 65";;NULL;NULL;NULL;"131.985385";"43.809275";"Одежда / Обувь";"Трикотажные изделия"
"2618";"Магазин трикотажа на Чичерина";"Уссурийск";"Чичерина, 84";"132 павильон; 1 этаж";NULL;NULL;NULL;"131.962523";"43.791392";"Одежда / Обувь";"Трикотажные изделия"
"2619";"Neglige, магазин";"Уссурийск";"Чичерина, 68";"8 павильон; 3 этаж";NULL;NULL;NULL;"131.958635";"43.791506";"Одежда / Обувь";"Трикотажные изделия"
"2620";"Всё для Вас, магазин трикотажа";"Уссурийск";"Краснознамённая, 145";"1 этаж";NULL;NULL;NULL;"131.957611";"43.803015";"Одежда / Обувь";"Трикотажные изделия"
"2621";"Магазин детского трикотажа, ИП Омельченко Т.Г.";"Уссурийск";"Некрасова, 105";"1 этаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Трикотажные изделия"
"2622";"Магазин трикотажной одежды, ИП Балафендеева Т.К.";"Уссурийск";"Горького, 43";"4 павильон; 2 этаж";NULL;NULL;NULL;"131.943191";"43.796602";"Одежда / Обувь";"Трикотажные изделия"
"2623";"Соблазн, магазин трикотажной одежды";"Уссурийск";"Ленина, 62";"1 этаж";"+79244262762";NULL;NULL;"131.956985";"43.79211";"Одежда / Обувь";"Трикотажные изделия"
"2624";"Milavitsa, сеть магазинов нижнего белья";"Уссурийск";"Суханова, 52";"303 павильон; 3 этаж";"88005552145";NULL;"http://www.milavitsa.com";"131.953953";"43.793663";"Одежда / Обувь";"Нижнее бельё"
"2625";"Incanto, магазин";"Уссурийск";"Суханова, 52";"311 павильон; 3 этаж";"+74234241474";NULL;"http://www.incanto.ru";"131.953953";"43.793663";"Одежда / Обувь";"Нижнее бельё"
"2626";"Маруся, магазин";"Уссурийск";"Суханова, 52";"411 офис; 4 этаж";"+79242615855";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Нижнее бельё"
"2627";"Lingerie, магазин нижнего белья";"Уссурийск";"Некрасова, 71";"1 этаж";NULL;NULL;NULL;"131.950791";"43.796884";"Одежда / Обувь";"Нижнее бельё"
"2628";"Angels, магазин нижнего белья";"Уссурийск";"Суханова, 53";"1 этаж";"+79241320888";NULL;NULL;"131.953561";"43.794458";"Одежда / Обувь";"Нижнее бельё"
"2629";"Кармен, магазин женского белья";"Уссурийск";"Пушкина, 23";"1 этаж";"+74234328761";NULL;NULL;"131.948183";"43.799328";"Одежда / Обувь";"Нижнее бельё"
"2630";"Ангел, магазин нижнего белья";"Уссурийск";"Чичерина, 105";"22 павильон; 4 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Нижнее бельё"
"2631";"Platffin, магазин";"Уссурийск";"Горького, 43";"18 павильон; 2 этаж";"+79244211696";NULL;NULL;"131.943191";"43.796602";"Одежда / Обувь";"Нижнее бельё"
"2632";"Atlantic, магазин нижнего белья";"Уссурийск";"Чичерина, 105";"4 павильон; 4 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Нижнее бельё"
"2633";"Розовый рай, магазин нижнего белья";"Уссурийск";"Чичерина, 105";"31 павильон; 4 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Нижнее бельё"
"2634";"Соблазн, магазин женского нижнего белья";"Уссурийск";"Плеханова, 61";"102 павильон; 1 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Нижнее бельё"
"2635";"Фея, магазин женского нижнего белья";"Уссурийск";"Чичерина, 105";"25 павильон; 3 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Нижнее бельё"
"2636";"Магазин нижнего белья и домашнего текстиля, ИП Суворова Е.Д.";"Уссурийск";"Чичерина, 68";"1 этаж";NULL;NULL;NULL;"131.958635";"43.791506";"Одежда / Обувь";"Нижнее бельё"
"2637";"Milana, салон нижнего белья";"Уссурийск";"Суханова, 52";"525 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Нижнее бельё"
"2638";"Lingerie, магазин нижнего белья";"Уссурийск";"Некрасова, 78";"1 этаж";NULL;NULL;NULL;"131.95156";"43.799315";"Одежда / Обувь";"Нижнее бельё"
"2639";"Стрекоза, Магазин постельного белья";"Уссурийск";"Чичерина, 76";"1 этаж";NULL;NULL;NULL;"131.959851";"43.791504";"Одежда / Обувь";"Нижнее бельё"
"2640";"Флирт, магазин";"Уссурийск";"Пушкина, 17";"1 этаж";NULL;NULL;NULL;"131.945786";"43.79902";"Одежда / Обувь";"Нижнее бельё"
"2641";"Магазин нижнего белья, ИП Кравчук И.Е.";"Уссурийск";"Некрасова, 22";"103 павильон; 1 этаж";NULL;NULL;NULL;"131.95394";"43.789234";"Одежда / Обувь";"Нижнее бельё"
"2642";"Natali, магазин нижнего белья";"Уссурийск";"Ленина, 66";;NULL;NULL;NULL;"131.957119";"43.792547";"Одежда / Обувь";"Нижнее бельё"
"2643";"Milana, магазин нижнего белья";"Уссурийск";"Некрасова, 86";"3 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Нижнее бельё"
"2644";"Леди Люкс, магазин женского белья";"Уссурийск";"Вокзальная площадь, 2";"1 этаж";NULL;NULL;NULL;"131.979189";"43.800733";"Одежда / Обувь";"Нижнее бельё"
"2645";"Serge, магазин";"Уссурийск";"Калинина, 43";"1 этаж";NULL;NULL;NULL;"131.957372";"43.78869";"Одежда / Обувь";"Нижнее бельё"
"2646";"Магазин нижнего белья, ИП Онаньева Т.В.";"Уссурийск";"Некрасова, 105";"1 этаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Нижнее бельё"
"2647";"Любавушка, магазин";"Уссурийск";"Блюхера проспект, 8Б";;NULL;NULL;NULL;"131.98609";"43.796799";"Одежда / Обувь";"Нижнее бельё"
"2648";"ShopEn, магазин";"Уссурийск";"Некрасова, 86";"2 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Нижнее бельё"
"2649";"Lingerie, магазин";"Уссурийск";"Кузнечная, 14";"1 павильон; 2 этаж";NULL;NULL;NULL;"131.963091";"43.791971";"Одежда / Обувь";"Нижнее бельё"
"2650";"Дамское счастье, магазин нижнего белья";"Уссурийск";"Калинина, 52";"1 этаж";NULL;NULL;NULL;"131.958532";"43.789611";"Одежда / Обувь";"Нижнее бельё"
"2651";"Магазин нижнего белья, ИП Хомка О.В.";"Уссурийск";"Чичерина, 62 ст2";;NULL;NULL;NULL;"131.958099";"43.791227";"Одежда / Обувь";"Нижнее бельё"
"2652";"Diamante, магазин";"Уссурийск";"Некрасова, 86";"2 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Нижнее бельё"
"2653";"Lora, магазин";"Уссурийск";"Некрасова, 105";"1 этаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Нижнее бельё"
"2654";"Kolett, магазин нижнего белья";"Уссурийск";"Калинина, 52";"1 этаж";NULL;NULL;NULL;"131.958532";"43.789611";"Одежда / Обувь";"Нижнее бельё"
"2655";"Lingerie, магазин нижнего белья";"Уссурийск";"Некрасова, 115а";"4 павильон; 3 этаж";NULL;NULL;NULL;"131.949287";"43.804376";"Одежда / Обувь";"Нижнее бельё"
"2656";"Lingerie, магазин нижнего белья";"Уссурийск";"Кузнечная, 14к";;NULL;NULL;NULL;"131.962334";"43.791161";"Одежда / Обувь";"Нижнее бельё"
"2657";"L джинс, магазин джинсовой одежды";"Уссурийск";"Плеханова, 61";"317 павильон; 3 этаж";"+79644372069";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Джинсовая одежда"
"2658";"Джинсовый мир, магазин джинсовой одежды";"Уссурийск";"Некрасова, 91";"1 этаж";"+79841499957";NULL;NULL;"131.950488";"43.800432";"Одежда / Обувь";"Джинсовая одежда"
"2659";"Легенда, магазин одежды";"Уссурийск";"Чичерина, 105";"10 павильон; 5 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Джинсовая одежда"
"2660";"Lee Wrangler, магазин джинсовой одежды";"Уссурийск";"Чичерина, 105";"27 павильон; 3 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Джинсовая одежда"
"2661";"Джинсомания, магазин джинсовой одежды";"Уссурийск";"Суханова, 52";"506 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Джинсовая одежда"
"2662";"Джинсоника, магазин джинсовой одежды";"Уссурийск";"Некрасова, 86";"307 павильон; 3 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Джинсовая одежда"
"2663";"Магазин, ИП Цой В.А.";"Уссурийск";"Некрасова, 105";"1 этаж; центр Некрасовский Пассаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Джинсовая одежда"
"2664";"Дева, магазин чулочно-носочных изделий";"Уссурийск";"Блюхера проспект, 8Б";;NULL;NULL;NULL;"131.98609";"43.796799";"Одежда / Обувь";"Чулочно-носочные изделия"
"2665";"Ремонт обуви, ООО";"Уссурийск";"Краснознамённая, 129";;"+74234322210";NULL;NULL;"131.958758";"43.799458";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2666";"Мастерская по ремонту обуви, ИП Латифов О.О.";"Уссурийск";"Горького, 41 ст4";;"+79146581148";NULL;NULL;"131.943425";"43.796066";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2667";"У Витали, мастерская по ремонту обуви";"Уссурийск";"Ленинградская, 64а";"1 этаж";"+79532113478";NULL;NULL;"131.935127";"43.808416";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2668";"Мастерская по ремонту обуви, ИП Кривоносов В.И.";"Уссурийск";"Октябрьская, 77";"1 этаж";"+79147337269";NULL;NULL;"131.950429";"43.796501";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2669";"Ремонт обуви, мастерская";"Уссурийск";"Чичерина, 76";"4 этаж";NULL;NULL;NULL;"131.959851";"43.791504";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2670";"Ремонт обуви, мастерская";"Уссурийск";"Ленинградская, 47";"1 этаж";NULL;NULL;NULL;"131.934405";"43.806732";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2671";"Мастерская по ремонту обуви, ИП Камишов Н.З.";"Уссурийск";"Андрея Кушнира, 1а";"2 этаж; комплекс Восточный";NULL;NULL;NULL;"131.974601";"43.787159";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2672";"Элегант, дом быта";"Уссурийск";"Ленина, 121";;"+74234335966";NULL;NULL;"131.953713";"43.801912";"Одежда / Обувь";"Ремонт обуви / кожгалантереи"
"2673";"Магазин головных уборов";"Уссурийск";"Ленина, 62";"1 этаж";"+79242602091";NULL;NULL;"131.956985";"43.79211";"Одежда / Обувь";"Головные / шейные уборы"
"2674";"La Planda, магазин головных уборов";"Уссурийск";"Плеханова, 61";"319 павильон; 3 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Головные / шейные уборы"
"2675";"Шапоград, магазин";"Уссурийск";"Суханова, 52";"401 павильон; 4 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Головные / шейные уборы"
"2676";"Изюминка, магазин";"Уссурийск";"Кузнечная, 14";"11 павильон; 2 этаж";NULL;NULL;NULL;"131.963091";"43.791971";"Одежда / Обувь";"Головные / шейные уборы"
"2677";"Салон-магазин головных уборов";"Уссурийск";"Некрасова, 105";"1 этаж";NULL;NULL;NULL;"131.950066";"43.801937";"Одежда / Обувь";"Головные / шейные уборы"
"2678";"In Luxuro, магазин";"Уссурийск";"Кузнечная, 14";"5 офис; 2 этаж";NULL;NULL;NULL;"131.963091";"43.791971";"Одежда / Обувь";"Головные / шейные уборы"
"2679";"Салон-магазин головных уборов, ИП Стуков М.П.";"Уссурийск";"Чичерина, 99";"1 этаж";NULL;NULL;NULL;"131.957471";"43.791777";"Одежда / Обувь";"Головные / шейные уборы"
"2680";"Солнышко, магазин";"Уссурийск";"Кузнечная, 14з";;NULL;NULL;NULL;"131.963764";"43.792121";"Одежда / Обувь";"Школьная форма"
"2681";"Деловой каприз, магазин школьной одежды";"Уссурийск";"Володарского, 99";"107 павильон; 1 этаж";"+79532116008";NULL;NULL;"131.959652";"43.793216";"Одежда / Обувь";"Школьная форма"
"2682";"Дашенька";"Уссурийск";"Кузнечная, 14м";;NULL;NULL;NULL;"131.96166";"43.791073";"Одежда / Обувь";"Школьная форма"
"2683";"Сказка, магазин детской одежды";"Михайловка";"Красноармейская, 28";"2 этаж";NULL;NULL;NULL;"132.006966";"43.926313";"Одежда / Обувь";"Школьная форма"
"2684";"Деловой каприз, магазин школьной одежды";"Уссурийск";"Суханова, 52";"526 павильон; 5 этаж";"+79681688898";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Школьная форма"
"2685";"Jenavi, ювелирный магазин";"Уссурийск";"Плеханова, 61";"1 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Бижутерия"
"2686";"Афродита, магазин бижутерии";"Уссурийск";"Суханова, 52";"415а павильон; 3 этаж";"+79147110837";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Бижутерия"
"2687";"Элитная бижутерия, ювелирный салон";"Уссурийск";"Суханова, 52";"3 этаж";"+79147112072";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Бижутерия"
"2688";"Николь, магазин бижутерии и аксессуаров";"Уссурийск";"Ленина, 62";"1 этаж";"+79243242428";NULL;NULL;"131.956985";"43.79211";"Одежда / Обувь";"Бижутерия"
"2689";"Кореана, салон бижутерии";"Уссурийск";"Володарского, 99";"1 этаж";NULL;NULL;NULL;"131.959652";"43.793216";"Одежда / Обувь";"Бижутерия"
"2690";"Butterfly, салон бижутерии";"Уссурийск";"Суханова, 52";"507 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Бижутерия"
"2691";"Jenavi, ювелирный магазин";"Уссурийск";"Суханова, 52";"2 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Бижутерия"
"2692";"Кореана, салон бижутерии";"Уссурийск";"Некрасова, 86";"3 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Бижутерия"
"2693";"Жан, детский магазин";"Уссурийск";"Пушкина, 49";"2 этаж";"+74234333316";NULL;NULL;"131.954365";"43.800152";"Одежда / Обувь";"Детская обувь"
"2694";"Wild Child, магазин детской одежды";"Уссурийск";"Некрасова, 86";"3 этаж";"+79679571929";NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Детская обувь"
"2695";"Гардеробчик, магазин детской одежды и обуви";"Уссурийск";"Некрасова, 86";"3 этаж";"+74234337509";NULL;NULL;"131.950935";"43.802181";"Одежда / Обувь";"Детская обувь"
"2696";"Stylish kids, магазин детских товаров";"Уссурийск";"Ленина, 122";"1 этаж";"+74234337787";NULL;NULL;"131.955689";"43.799878";"Одежда / Обувь";"Детская обувь"
"2697";"Филллипок, магазин";"Уссурийск";"Чичерина, 105";"27 павильон; 4 этаж";"+79242621242";NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Детская обувь"
"2698";"Топотун, магазин";"Уссурийск";"Ленина, 96";"1 этаж";"+79146647416";NULL;NULL;"131.956027";"43.796054";"Одежда / Обувь";"Детская обувь"
"2699";"Шустрик, магазин";"Уссурийск";"Суханова, 52";"516 офис; 5 этаж";"+79244253399";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская обувь"
"2700";"Золотые Детки, магазин";"Уссурийск";"Некрасова, 82Б";"2 этаж";"+79024871949";NULL;NULL;"131.95149";"43.80033";"Одежда / Обувь";"Детская обувь"
